id,username,created_at,lng,lat,text
1517367218803146752,ConnorS52613955,Fri Apr 22 04:58:30 +0000 2022,-121.79644400000001,37.9856605,WALK &lt; OUTSIDE https://t.co/9yyc4S2Dmn
1517367220728471552,MaxwellTrink,Fri Apr 22 04:58:31 +0000 2022,-86.4355085,36.965671,🗣 Louder for the people in the back 🗣
1517367221076516864,TheJimP19,Fri Apr 22 04:58:31 +0000 2022,-111.931711,34.1682535,@JumboElliott76 @nypost Columbus
1517367222334898176,ArWheelz,Fri Apr 22 04:58:31 +0000 2022,-100.0768885,31.1688935,@amandalaurenm Only if????
1517367222691373056,ddaygirl7,Fri Apr 22 04:58:31 +0000 2022,-83.804475,27.698681999999998,@maxseddon Putin hanging onto the table le movi g his thum. Pretty much tells us he is very serious and holding bac… https://t.co/mPJl7kUJd1
1517367225010855937,YuriyATL,Fri Apr 22 04:58:32 +0000 2022,-84.3064885,33.9430725,Goodnight y’all. #Blessed 🙏
1517367225040187394,Rydagreat24,Fri Apr 22 04:58:32 +0000 2022,-96.961483,32.863917,@DavoHoops @nellllkaa Those fire kuzzo
1517367228584235008,luellaaaa_,Fri Apr 22 04:58:33 +0000 2022,-117.104989,32.810012,wearing black socks with white shoes should be a crime
1517367228806561792,absinthefather,Fri Apr 22 04:58:33 +0000 2022,-122.27952149999999,37.8758455,@Oolongli420 I WAS JUST SAYING THIS https://t.co/gM7Zy7rNHW
1517367231285497860,gregthompsonjr,Fri Apr 22 04:58:33 +0000 2022,-87.732013,41.8335845,Great night of @nba basketball!
1517367232619241472,dafreakbull,Fri Apr 22 04:58:34 +0000 2022,-75.3817475,40.0947845,I wanna fuck hit my dm
1517367232678055938,0xbrileigh,Fri Apr 22 04:58:34 +0000 2022,-73.723025,45.557830499999994,@dropnerdETH @Neopets They have WHAT
1517367232799641601,C_faulkner94,Fri Apr 22 04:58:34 +0000 2022,-85.950694,37.807497999999995,Makes you wonder what's real and what's fake
1517367233520934912,kim83rlin,Fri Apr 22 04:58:34 +0000 2022,-118.4119065,34.0207895,Made me think of a song …
1517367233877614593,KRC12,Fri Apr 22 04:58:34 +0000 2022,-118.3512175,33.8337145,I want someone to hug me like Sean Durzi hugs a #GoKingsGo goalie!
1517367234959609857,NFTLasVegas,Fri Apr 22 04:58:34 +0000 2022,-115.223125,36.232915,I pledge to devote the next decades of my life to single handedly change as many artists/musicians lives in the Las… https://t.co/JqTPjqfcqj
1517367235098120192,DimGilmour,Fri Apr 22 04:58:34 +0000 2022,-81.5473325,28.480711999999997,"@JFrankleKSC I love the job, don’t get me wrong!! But they made it sound like doubles were only for training, and s… https://t.co/rVw6HT6X2w"
1517367236570275840,letbrucehitit,Fri Apr 22 04:58:35 +0000 2022,-95.50955350000001,30.4284055,@MelissaLoGic17 @ZHULIKNOWSBEST Who gives a fuck women
1517367237316780032,ErikWdV,Fri Apr 22 04:58:35 +0000 2022,-123.370838,48.496225499999994,"As is so often the case, Peter follows the inefficient and expensive action required to have Vancouver city council… https://t.co/ovN2EJSJ4v"
1517367236641525760,GentlemanOfBeer,Fri Apr 22 04:58:35 +0000 2022,-117.104989,32.810012,finishing up with a pre-drink in @stonekettner and some absolutely amazing burgers @shakeshack (at last!) https://t.co/UGfcTDm4pL
1517367237618851841,VoteNovember6TX,Fri Apr 22 04:58:35 +0000 2022,-98.5406515,29.417501,They will lose in the long run.  This is wrong.
1517367239707611137,sweetenernj,Fri Apr 22 04:58:35 +0000 2022,-73.9685415,40.780709,"No way pkChris just won Encore beating Gen, Quidd, Suarez, and Mr.E twice!! That kid is so OD!! The amount of outpl… https://t.co/65XBAkZCQO"
1517367240487628806,arash_tehran,Fri Apr 22 04:58:36 +0000 2022,-122.14403,37.414371,"Same in Malaysia, for much of the population"
1517367240936636416,jcjacksparrow,Fri Apr 22 04:58:36 +0000 2022,-74.362097,39.939833,MICKEY MOUSE FROM DISNEY🙄
1517367243067121664,valesvergaval,Fri Apr 22 04:58:36 +0000 2022,-117.3630675,34.531222,Yes I’m sad but ima act tough
1517367242127601664,SkyCirclesLA,Fri Apr 22 04:58:36 +0000 2022,-117.9804045,33.7723127,"N93DD, a Bell Helicopters 407, is circling over Garden Grove at 1100 feet, speed 3 MPH, squawking 1200, 0.1 miles f… https://t.co/d5ne9RmST1"
1517367244371554304,jonaslamis,Fri Apr 22 04:58:37 +0000 2022,-122.14403,37.414371,@nftpho Love the Filipino monster lore being shared by @AswangNFT.
1517367245021880321,just_mindy,Fri Apr 22 04:58:37 +0000 2022,-83.804475,27.698681999999998,You live near the Chesapeake Bay. You don’t vote in Fl elections
1517367245634248705,FreddieBTV,Fri Apr 22 04:58:37 +0000 2022,-87.5746905,38.0034665,Minus well cheat back
1517367245709602816,MysteryTakesx,Fri Apr 22 04:58:37 +0000 2022,-115.223125,36.232915,@KimaniTreece @TwanTheTrue @8youngcarter7 @theysleepin Lebron still giving folks the business when he needs to at 3… https://t.co/tPe44dqIPv
1517367248276631552,JohnCFSS,Fri Apr 22 04:58:37 +0000 2022,-81.3677725,28.501678499999997,The state government here in Florida exhausts me to no end.
1517367248331051008,EmmaToureau,Fri Apr 22 04:58:37 +0000 2022,-118.4119065,34.0207895,“I’ve only committed a few felonies intentionally”
1517367249295884288,gloreeuhhh,Fri Apr 22 04:58:38 +0000 2022,-95.44648649999999,29.838495,@digitalolivee omg that’s me 🙈
1517367249929080832,buntin_jake,Fri Apr 22 04:58:38 +0000 2022,-122.6020595,45.413492,@LosPollosTV Los it's the girl https://t.co/nYbb0uNdDi
1517367250935681024,jordancaballero,Fri Apr 22 04:58:38 +0000 2022,-121.58122900000001,37.004844000000006,Road Warriors. 3-0. Let’s go! #Dubs 🏀
1517367251564830720,hailmaestro,Fri Apr 22 04:58:38 +0000 2022,-122.2286855,37.791994,"I can say with confidence that about 90%+ folks in this flight have kept their masks on. No judgment, just sayin’… https://t.co/blzTLez8pe"
1517367255151042560,miss_lady_diva,Fri Apr 22 04:58:39 +0000 2022,-90.1580165,32.230987,"@TheTimWheaton It's because he was SOOOO present, especially in his latter years. He was only a tweet away. It was crazy and beautiful. 💜"
1517367255163555841,thederbiedone,Fri Apr 22 04:58:39 +0000 2022,-118.136676,34.0855965,This needs to be the ethos otherwise we’re just gonna repeat the issues
1517367257315172352,LOUIELOUHERE,Fri Apr 22 04:58:40 +0000 2022,-121.766255,36.917977,#warriors baby great #game awesome why to shut them Nuggets out!! https://t.co/gWwK96EntZ
1517367258632404992,padillajeremy85,Fri Apr 22 04:58:40 +0000 2022,-76.62048200000001,39.284712999999996,@GeedOrb happy birthday
1517367260062527488,JohnnyCardinale,Fri Apr 22 04:58:40 +0000 2022,-118.4119065,34.0207895,Slight dif https://t.co/4QjgwJ5qY5
1517367260750528512,average_mack,Fri Apr 22 04:58:40 +0000 2022,-82.985772,39.9946835,Thank you for being a good place to shit and steal silverware REST in hell go go (cosecha)
1517367261039710209,Kikemiamigo14,Fri Apr 22 04:58:41 +0000 2022,-122.6434835,47.300865,@elektrogal @Mar1Chmc @CDare10 @EnemyInAState Same here!  Much more stressful now.
1517367261564002304,kim83rlin,Fri Apr 22 04:58:41 +0000 2022,-118.4119065,34.0207895,The Glitch Mob - We Can Make The World Stop https://t.co/6kKWiRh7t6 via @YouTube
1517367262100869120,zukeferd,Fri Apr 22 04:58:41 +0000 2022,-121.6412685,36.6891495,"@Tracey___G And I'm a cougar, so....where are these boys?"
1517367262793113601,g7thebeatmaker,Fri Apr 22 04:58:41 +0000 2022,-79.300889,36.087838500000004,@_freakandgeek_ I was looking for your Instagram. I guess your geekness is too beautiful for the gram.
1517367262180741120,Dimitriii01,Fri Apr 22 04:58:41 +0000 2022,-81.3677725,28.501678499999997,🎶 Good Nigth 🌙 https://t.co/iT8dduvBtB https://t.co/VwYtu6c6K0
1517367264286289921,ILPollster,Fri Apr 22 04:58:41 +0000 2022,-87.94425749999999,41.760056500000005,@BlackKnight10k They aren't actually
1517367264743497731,keithrobbins0,Fri Apr 22 04:58:41 +0000 2022,-86.441236,39.766555499999996,@GranOsoNegro14 Yeah that’s not happening lol
1517367265439584256,Zioncrypto2,Fri Apr 22 04:58:42 +0000 2022,-112.12467649999999,33.5528625,@BarberWeiler @bbcollege @TheLionsBarbers This is Awesome! #lionsbarbercollective #NFTProject
1517367267843092480,FioreCollin,Fri Apr 22 04:58:42 +0000 2022,-90.3293255,38.799436,WTF is happening to @BallySportsMW with the postgame broadcast 😂
1517367268023414784,lradamz,Fri Apr 22 04:58:42 +0000 2022,-90.6006005,38.7578375,@GoodestThinking Good times! We have to laugh about the crazy crap!
1517367268371578882,ewilks56,Fri Apr 22 04:58:42 +0000 2022,-83.1738665,32.6782075,@candies2639 They’re much worse than that. Destroyers of democracy.
1517367271022235648,Kameron_Hay,Fri Apr 22 04:58:43 +0000 2022,-118.3512175,33.8337145,Nah they saying Jokic never made an impact on the game on Inside The NBA. That’s wild to say after TONIGHT lol
1517367273224343552,Weilands1ntern,Fri Apr 22 04:58:43 +0000 2022,-88.27921900000001,40.1074845,LETS GOOOOO
1517367273039794176,kenyaj_07,Fri Apr 22 04:58:43 +0000 2022,-79.861034,35.1704985,Sometimes I just want to : https://t.co/L9K4rJrmjo
1517367275833094144,greg_fann,Fri Apr 22 04:58:44 +0000 2022,-117.1195165,33.501021,Pennsylvania and New Mexico are the only states with premium alignment rules that fall within the range of states w… https://t.co/pBhs5aL0C8
1517367278806966272,2KEEMdomCome,Fri Apr 22 04:58:45 +0000 2022,-86.119013,33.436509,@DJGreenVillain Ahhh can't wait for the morning!
1517367279926710273,toddand78599484,Fri Apr 22 04:58:45 +0000 2022,-117.4283605,47.745222999999996,@Joycero38266004  hey baby
1517367281952735232,ChrisAcMilan,Fri Apr 22 04:58:45 +0000 2022,-79.2725695,43.629311,&amp; They stay burning their pepperoni 🤧
1517367282111901696,NeoNacho,Fri Apr 22 04:58:46 +0000 2022,-122.42164199999999,37.739718999999994,@slava_pestov @BeccaOnMain This but unironically
1517367283311513601,PeterHotez,Fri Apr 22 04:58:46 +0000 2022,-119.30660750000001,37.2691755,My hope is that those who aspire to take over Twitter recognize the hostile elements who seek to destabilize democr… https://t.co/D2bplK1xqw
1517367286616801281,BbwSlayher,Fri Apr 22 04:58:47 +0000 2022,-74.066663,40.7180015,💦💦💦🌊🌊🌊🌊💧💧💧Wet &amp; Juicy 🧃🥤🍹 🍋🥭🍅🍇🍈🍉🍊🍒🍓https://t.co/3iR9aJS8zm@JuicyJae2022#juicylips #bbw #bbwhead #superhead… https://t.co/SgiNcXvtJK
1517367287661092864,zothoughtwhat,Fri Apr 22 04:58:47 +0000 2022,-73.9685415,40.780709,Me and who’s son
1517367288369922048,D00MK1LL4,Fri Apr 22 04:58:47 +0000 2022,-92.4001915,31.343874,@Less_HumbleTeej Roids actually it's the head it makes grow instead of shrink
1517367290454589440,_WarrenMac,Fri Apr 22 04:58:48 +0000 2022,-73.9487755,40.655138,@johnahatchett More than that then
1517367290701910016,jawhileonard,Fri Apr 22 04:58:48 +0000 2022,-122.630908,45.536402,Nah I’ve never seen someone play with heart so inconsistently ever before in my life. That ain’t Jersey ball… you f… https://t.co/nlHmpSEq8r
1517367291129782272,reedro,Fri Apr 22 04:58:48 +0000 2022,-94.77457749999999,38.954341,@hiimamonster @ChrisPluggedIn Billy.. where did you get this
1517367291666653187,_LIFEASD2,Fri Apr 22 04:58:48 +0000 2022,-83.1738665,32.6782075,"whenever he with them, i’m in friend’s lives too, idc!"
1517367292849438733,roger_wankenobi,Fri Apr 22 04:58:48 +0000 2022,-118.29614634,34.11971718,Los Deftones on 4/20 @ Greek Theatre https://t.co/tzruC7Hfy1
1517367293797302272,azcardinal13,Fri Apr 22 04:58:48 +0000 2022,-149.7587945,61.2350425,@senorjessroot You need to take that tie off and get in the real world
1517367292342018049,thedondadasie,Fri Apr 22 04:58:48 +0000 2022,-89.8494555,34.9563885,Calling all entrepreneurs! Book today. Follow @luxxlifedigitalconsulting on IG also#transperency #creative… https://t.co/U0xRHc9QIX
1517367294002970625,forsomemasses,Fri Apr 22 04:58:48 +0000 2022,-77.0143985,38.898602999999994,@MaddowBlog I can one of these outcomes from this: 1) Crazy trumpers just demote McCarthy to a Bush/Romney level. 2… https://t.co/Q6Rp4Xo80R
1517367295013576704,ilyyxxlarii,Fri Apr 22 04:58:49 +0000 2022,-120.4703395,34.654424500000005,"I need my heart to feel light again, not heavy... if that makes sense"
1517367296271867904,PGrivasMDPhD,Fri Apr 22 04:58:49 +0000 2022,-122.3306025,47.614817,@OncoAlert breaking news!This is awesome @AbhiTrip87 joining @COHMedOnc @cityofhope dream team @montypal @TDorffOnc… https://t.co/xlbZkD5ZdC
1517367296754298880,timgerhard9,Fri Apr 22 04:58:49 +0000 2022,-112.12467649999999,33.5528625,@kxobby Love it but cum closer I'd love a taste
1517367296733286401,310_Tyler,Fri Apr 22 04:58:49 +0000 2022,-118.4119065,34.0207895,That’s y’all mvp 🤡 embiid would never
1517367297580568578,Cosuis,Fri Apr 22 04:58:49 +0000 2022,-122.3306025,47.614817,Today’s been a mood https://t.co/14XQzEnEan
1517367299694596108,MoondropInk,Fri Apr 22 04:58:50 +0000 2022,-76.969165,39.787321500000004,Check out my art if you get the chance 💖
1517367303909912576,raist761,Fri Apr 22 04:58:51 +0000 2022,-111.2978705,47.493836,"@LightPrism7 Are you referring to AI, or sleeping humans trapped in their own brain fog?"
1517367304169816064,DebbieHere2,Fri Apr 22 04:58:51 +0000 2022,-122.3306025,47.614817,@AdrianaArgento5 To keep a bit of everywhere in my pocket. 🌏🌎🌍 #why #photography 💙
1517367303167303680,jonnyricola,Fri Apr 22 04:58:51 +0000 2022,-111.88024,40.688518,@Tad_Walch @Ch_JesusChrist @Deseret Whether you like it or not the Lord Jesus Christ called me to serve:I have del… https://t.co/ydKWd7fpb7
1517367306099208193,jericollage70,Fri Apr 22 04:58:51 +0000 2022,-122.34317899999999,47.7558715,@MizDanaClaire @EverfreeNW I still have mine after almost a decade
1517367308708028416,rootbeerphoto,Fri Apr 22 04:58:52 +0000 2022,-119.02516299999999,35.3469015,@slnlvrz Night my friend.
1517367311627259904,ryan_klemz,Fri Apr 22 04:58:53 +0000 2022,-122.630908,45.536402,goals
1517367311774240768,SwoleHalo,Fri Apr 22 04:58:53 +0000 2022,-87.843297,42.0158055,@maitaiguy0 @DOM_Frederic Found it lmao 😂 thanks my man get home safe see you this weekend
1517367313657262080,schneidertwins,Fri Apr 22 04:58:53 +0000 2022,-117.104989,32.810012,Check out Schneidertwins's video! #TikTok https://t.co/iVfXxDNuYr
1517367314508775424,stevenmbgriego,Fri Apr 22 04:58:53 +0000 2022,-106.632718,35.1170025,"@marcusghalley To clearly understand God's love for us, and God's character. These misconceptions are prevalent amo… https://t.co/aUZO5ayJfT"
1517367314508705792,ginabarbara_art,Fri Apr 22 04:58:53 +0000 2022,-117.0226945,38.502147,This trip booked out in a matter of 3 days but I’ll be back in august and October!!!
1517367313900711937,BuffaloMafia00,Fri Apr 22 04:58:53 +0000 2022,-78.85356300000001,42.896229500000004,What is happening in #China #Shanghai #lockdown #FoodShortages #ChinaCity#QuarantineCamps #America#ChinaLockdown… https://t.co/xQ5KmKYU6V
1517367315049828357,officialgothie,Fri Apr 22 04:58:53 +0000 2022,-118.4119065,34.0207895,Getting footage of people recording feats to my songs is the best thing ever I literally love this so much thank yo… https://t.co/muhs1wtgQ8
1517367321316143104,loloko1219,Fri Apr 22 04:58:55 +0000 2022,-85.5656885,42.290524000000005,"@Ciara_Lorraine_ @keithkothman You do, your life is your cats which is why you need the stroller"
1517367321802596352,TiwariJo,Fri Apr 22 04:58:55 +0000 2022,-121.9415795,37.758224999999996,@AajKiRadha Anu Bapuji ne dil jeet liya ..This show has created such benchmarks that are hard to match 🙌🙌..Wish suc… https://t.co/DqgxIkhdOE
1517367323501502464,HeelStCloud,Fri Apr 22 04:58:55 +0000 2022,-84.53981250000001,39.137038000000004,@pats12mel_ Still a bear
1517367325451714561,AAmaterasu8,Fri Apr 22 04:58:56 +0000 2022,-86.793917,33.5422375,@tiki_jimenez10 Is that why you don't go no more? 👀 her heart looking a little too healthy rn 👹👺 @luisrivera_113
1517367327532138497,511NYMidHudson,Fri Apr 22 04:58:56 +0000 2022,-73.812347,41.529781,Incident on #I84 WB at Exit 50 - Lime Kiln Road (CR 27) - To State Hwy 52 https://t.co/6Qpevw8S6z
1517367327502876672,511NY,Fri Apr 22 04:58:56 +0000 2022,-73.812347,41.529781,Incident on #I84 WB at Exit 50 - Lime Kiln Road (CR 27) - To State Hwy 52 https://t.co/R3KlfQp2yg
1517367330119946246,donkeyshankskit,Fri Apr 22 04:58:57 +0000 2022,-121.3007305,38.7631605,@TelemundoWill @ImClique_ Drafting Tyreke over Steph or Mr. Glass Bagley over Luka hands down franchise crushing.
1517367331273420800,thegreatone2323,Fri Apr 22 04:58:57 +0000 2022,-119.02516299999999,35.3469015,@TheJesseBeer Same smh.....same man
1517367331583717376,CeciBruja,Fri Apr 22 04:58:57 +0000 2022,-122.81848600000001,49.111519,@transcendwebs Damn it! I felt so encouraged seeing them thrive after such a shit start…
1517367334859534337,RUFF_DRAFT,Fri Apr 22 04:58:58 +0000 2022,-122.2286855,37.791994,@jackthestreet Absolutely amazing
1517367338110050304,Kikemiamigo14,Fri Apr 22 04:58:59 +0000 2022,-122.6434835,47.300865,"@genjibear @CDare10 @EnemyInAState Yes, 14 and 17"
1517367338668072960,Natashaicwhatud,Fri Apr 22 04:58:59 +0000 2022,-100.0768885,31.1688935,It should be relinquished from Nazism.
1517367338865246211,xzvcfdsghyytt,Fri Apr 22 04:58:59 +0000 2022,-85.5576145,38.1947435,@MCupErin Yep yep
1517367339100123137,buddy_crime,Fri Apr 22 04:58:59 +0000 2022,-85.7223455,38.195555,happy g’earth day
1517367342015008768,sarbjeetjohal,Fri Apr 22 04:59:00 +0000 2022,-121.979527,37.5236445,@MS1MN @marksbirch @coleca You are a true brother Mike! I see this as WIP - mission driven - educate greater market… https://t.co/NQtisK34Wn
1517367345437712384,1K_Tae34,Fri Apr 22 04:59:01 +0000 2022,-80.244984,36.087168500000004,The best is yet to come
1517367345815035904,AXXIONDEO,Fri Apr 22 04:59:01 +0000 2022,-118.4119065,34.0207895,life truly becomes an experience when you choose to go with the flow
1517367346469294080,ItsJoeyTruth,Fri Apr 22 04:59:01 +0000 2022,-122.42311849999999,37.6587985,"Hate how quick people were to shit talk Wiggins after that missed open 3. Dude comes back after the timeout, hits t… https://t.co/wHYSlCE0XU"
1517367344414310400,SteelerGP,Fri Apr 22 04:59:00 +0000 2022,-88.14251150000001,41.519555999999994,Brother Cane Got No Shame https://t.co/3ygN3L6H5g
1517367348755271681,DHBarehand,Fri Apr 22 04:59:01 +0000 2022,-111.7375655,33.4057545,@DougDucey You mean you and your wealthy and connected crony taxpayers. Not the Average Joe. When most of the Avera… https://t.co/FgYr4FfXz7
1517367351490056193,Smilan317,Fri Apr 22 04:59:02 +0000 2022,-90.3817485,38.594022499999994,"@ChuckCjmmn Nope. As they say in the pillow business, case closed."
1517367351775170562,Anggroce,Fri Apr 22 04:59:02 +0000 2022,-109.53089349999999,38.55568,Love nature….. #truckerlife https://t.co/AHeGa6Qm6a
1517367354388324353,DSmythTheMyth18,Fri Apr 22 04:59:03 +0000 2022,-83.2742705,40.1063125,Fantasy baseball is a full-time job but it’s a labor of love. Gotta get those waiver wire adds in! https://t.co/qbk5zXV4tm
